,Product,Stage,SecSite,Region,Presentation,Year,Site,%Protected,TotalRev,RevProtected,RevUnprotected,Target,Actual
670,Ingredient_M,Pre-production,ICON - LACAN,ICON - LACAN,OnPro,2022,AML14,0.8,15000,12000,3000,4,2.5
180,Ingredient_D,Pre-production,EU,EU,Lyo Vial Kit,2023,ADL PM2,1.0,15000,15000,0,4,4.0
538,Ingredient_K,Post-production,Global,Global,Global Post-production,2019,Helsinn,1.0,15000,15000,0,4,4.0
1135,Ingredient_R,Post-production,Global,Global,Global Post-production,2022,AML6,0.25,15000,3750,11250,4,2.5
586,Ingredient_K,In Progress,JAPAC,JAPAC,30cc,2022,AML1,0.25,15000,3750,11250,4,4.0
82,Ingredient_B,In Progress,ICON - TMEA,ICON - TMEA,Auto Injector,2020,ABR,0.65,15000,9750,5250,4,4.0
857,Ingredient_O,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,2.5
173,Ingredient_C,In Progress,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,4.0
25,Ingredient_B,Pre-production,EU,EU,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
1103,Ingredient_R,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
502,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,50cc,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
54,Ingredient_B,Pre-production,JAPAC,JAPAC,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
1292,Ingredient_T,In Progress,EU,EU,Vial,2019,ABR,0.65,15000,9750,5250,4,2.5
1268,Ingredient_T,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
70,Ingredient_B,In Progress,EU,EU,Syringe,2021,ABR,0.65,15000,9750,5250,4,4.0
1174,Ingredient_R,In Progress,JAPAC,JAPAC,Auto Injector,2022,Bushu,0.35,15000,5250,9750,4,2.5
179,Ingredient_D,Pre-production,EU,EU,Lyo Vial Kit,2022,ADL PM2,1.0,15000,15000,0,4,4.0
244,Ingredient_E,Post-production,Global,Global,Global Post-production,2022,"FIS, IT",1.0,15000,15000,0,4,4.0
424,Ingredient_J,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2021,"Actavis, IT",0.98,15000,14700,300,4,4.0
510,Ingredient_K,Pre-production,JAPAC,JAPAC,10cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1251,Ingredient_S,In Progress,ICON - TMEA,ICON - TMEA,Blister,2023,"PCI, UK",0.3,15000,4500,10500,4,2.5
526,Ingredient_K,Pre-production,US,US,10cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
220,Ingredient_D,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
39,Ingredient_B,Pre-production,ICON - TMEA,ICON - TMEA,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,4.0
131,Ingredient_C,Pre-production,US,US,Vial,2019,AML14,0.8,15000,12000,3000,4,4.0
291,Ingredient_F,Post-production,Global,Global,Global Post-production,2019,ARI5,1.0,15000,15000,0,4,4.0
577,Ingredient_K,In Progress,ICON - TMEA,ICON - TMEA,50cc,2023,Sharp,0.35,15000,5250,9750,4,4.0
782,Ingredient_N,Pre-production,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
59,Ingredient_B,Post-production,Global,Global,Global Post-production,2020,ATO23,1.0,15000,15000,0,4,4.0
1016,Ingredient_Q,Pre-production,US,US,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
697,Ingredient_M,Post-production,Global,Global,Global Post-production,2019,AML7,0.25,15000,3750,11250,4,2.5
1233,Ingredient_S,In Progress,EU,EU,Blister,2020,"PCI, UK",0.3,15000,4500,10500,4,2.5
364,Ingredient_H,Pre-production,US,US,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
409,Ingredient_I,In Progress,EU,EU,Vial,2020,LDC,0.35,15000,5250,9750,4,4.0
775,Ingredient_N,Pre-production,JAPAC,JAPAC,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
579,Ingredient_K,In Progress,JAPAC,JAPAC,10cc,2020,AML1,0.25,15000,3750,11250,4,4.0
391,Ingredient_H,In Progress,US,US,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
1173,Ingredient_R,In Progress,JAPAC,JAPAC,Auto Injector,2021,Bushu,0.35,15000,5250,9750,4,2.5
437,Ingredient_J,Pre-production,US,US,Lyo Vial Kit,2019,ADL,1.0,15000,15000,0,4,4.0
290,Ingredient_F,Pre-production,US,US,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
1166,Ingredient_R,In Progress,ICON - TMEA,ICON - TMEA,Auto Injector,2023,ABR,0.65,15000,9750,5250,4,2.5
1152,Ingredient_R,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,2.5
557,Ingredient_K,In Progress,EU,EU,50cc,2023,ABR,0.65,15000,9750,5250,4,4.0
784,Ingredient_N,Pre-production,US,US,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
652,Ingredient_L,In Progress,US,US,Vial,2019,AML1,0.25,15000,3750,11250,4,4.0
217,Ingredient_D,In Progress,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
756,Ingredient_N,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
796,Ingredient_N,Post-production,Global,Global,Global Post-production,2023,AML7,0.25,15000,3750,11250,4,2.5
1194,Ingredient_R,In Progress,US,US,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
1262,Ingredient_T,Pre-production,EU,EU,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
1116,Ingredient_R,Pre-production,JAPAC,JAPAC,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
267,Ingredient_F,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
740,Ingredient_M,In Progress,US,US,Syringe,2022,AML1,0.25,15000,3750,11250,4,2.5
1263,Ingredient_T,Pre-production,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
969,Ingredient_Q,Pre-production,EU,EU,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
1297,Ingredient_T,In Progress,ICON - LACAN,ICON - LACAN,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
931,Ingredient_P,Pre-production,JAPAC,JAPAC,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
439,Ingredient_J,Pre-production,US,US,Lyo Vial Kit,2021,ADL,1.0,15000,15000,0,4,4.0
485,Ingredient_K,Pre-production,EU,EU,50cc,2021,ADL,1.0,15000,15000,0,4,4.0
530,Ingredient_K,Pre-production,US,US,30cc,2021,ADL,1.0,15000,15000,0,4,4.0
1064,Ingredient_Q,In Progress,US,US,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
647,Ingredient_L,In Progress,JAPAC,JAPAC,Vial,2019,AML1,0.25,15000,3750,11250,4,4.0
78,Ingredient_B,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
1096,Ingredient_R,Pre-production,ICON - LACAN,ICON - LACAN,Pushtronex,2023,"Patheon, IT",0.6,15000,9000,6000,4,2.5
963,Ingredient_P,In Progress,US,US,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
1046,Ingredient_Q,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
1216,Ingredient_S,Pre-production,ICON - TMEA,ICON - TMEA,Blister,2023,AML23,0.25,15000,3750,11250,4,2.5
1308,Ingredient_T,In Progress,JAPAC,JAPAC,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
499,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,50cc,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
725,Ingredient_M,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2022,ABR,0.65,15000,9750,5250,4,2.5
570,Ingredient_K,In Progress,ICON - LACAN,ICON - LACAN,50cc,2021,AML1,0.25,15000,3750,11250,4,4.0
383,Ingredient_H,In Progress,JAPAC,JAPAC,Syringe,2019,Bushu,0.35,15000,5250,9750,4,4.0
686,Ingredient_M,Pre-production,JAPAC,JAPAC,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
73,Ingredient_B,In Progress,ICON - LACAN,ICON - LACAN,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,4.0
401,Ingredient_I,Pre-production,US,US,Vial,2022,AWM,0.98,15000,14700,300,4,4.0
1,Ingredient_A,Pre-production,JAPAC,JAPAC,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
452,Ingredient_J,In Progress,EU,EU,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,4.0
107,Ingredient_C,Pre-production,EU,EU,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
983,Ingredient_Q,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
1178,Ingredient_R,In Progress,JAPAC,JAPAC,Pushtronex,2021,"PCI, US",0.3,15000,4500,10500,4,2.5
913,Ingredient_P,Pre-production,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
48,Ingredient_B,Pre-production,JAPAC,JAPAC,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,4.0
1111,Ingredient_R,Pre-production,JAPAC,JAPAC,Pushtronex,2019,"Patheon, IT",0.6,15000,9000,6000,4,2.5
1239,Ingredient_S,In Progress,EU,EU,Capsule,2021,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
584,Ingredient_K,In Progress,JAPAC,JAPAC,30cc,2020,AML1,0.25,15000,3750,11250,4,4.0
361,Ingredient_H,Pre-production,JAPAC,JAPAC,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
1192,Ingredient_R,In Progress,US,US,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
874,Ingredient_O,Pre-production,US,US,"Lyo Vial or Lyo Vial Kit, 250ug and 500ug",2021,ADL PM2,1.0,15000,15000,0,4,2.5
377,Ingredient_H,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
173,Ingredient_C,In Progress,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,4.0
803,Ingredient_N,In Progress,EU,EU,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
243,Ingredient_E,Post-production,Global,Global,Global Post-production,2021,"FIS, IT",1.0,15000,15000,0,4,4.0
880,Ingredient_O,Pre-production,US,US,Lyo Vial or Lyo Vial Kit; 125ug SKU,2022,"Patheon, IT",0.6,15000,9000,6000,4,2.5
1025,Ingredient_Q,In Progress,EU,EU,Syringe,2022,ABR,0.65,15000,9750,5250,4,2.5
322,Ingredient_F,In Progress,US,US,Reusable Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
892,Ingredient_O,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,2.5
1237,Ingredient_S,In Progress,EU,EU,Capsule,2019,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
1052,Ingredient_Q,In Progress,JAPAC,JAPAC,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
495,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,30cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
286,Ingredient_F,Pre-production,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,4.0
215,Ingredient_D,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
890,Ingredient_O,In Progress,EU,EU,Lyo Vial Kit,2022,ABR,0.65,15000,9750,5250,4,2.5
542,Ingredient_K,Post-production,Global,Global,Global Post-production,2023,ASM2,0.4,15000,6000,9000,4,4.0
937,Ingredient_P,Post-production,Global,Global,Global Post-production,2019,"Bachem, CH",1.0,15000,15000,0,4,2.5
860,Ingredient_O,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2022,ADL PM2,1.0,15000,15000,0,4,2.5
498,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,50cc,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
32,Ingredient_B,Pre-production,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
866,Ingredient_O,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2023,ADL PM2,1.0,15000,15000,0,4,2.5
1180,Ingredient_R,In Progress,JAPAC,JAPAC,Pushtronex,2023,"PCI, US",0.3,15000,4500,10500,4,2.5
1015,Ingredient_Q,Pre-production,US,US,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
1304,Ingredient_T,In Progress,ICON - TMEA,ICON - TMEA,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
964,Ingredient_P,In Progress,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
521,Ingredient_K,Pre-production,JAPAC,JAPAC,50cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
778,Ingredient_N,Pre-production,JAPAC,JAPAC,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
182,Ingredient_D,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
312,Ingredient_F,In Progress,US,US,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
455,Ingredient_J,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,4.0
281,Ingredient_F,Pre-production,US,US,Reusable Auto Injector,2019,AML14,0.8,15000,12000,3000,4,4.0
880,Ingredient_O,Pre-production,US,US,Lyo Vial or Lyo Vial Kit; 125ug SKU,2022,"Patheon, IT",0.6,15000,9000,6000,4,2.5
1217,Ingredient_S,Pre-production,JAPAC,JAPAC,Blister,2019,AML23,0.25,15000,3750,11250,4,2.5
973,Ingredient_Q,Pre-production,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
758,Ingredient_N,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
336,Ingredient_G,Post-production,Global,Global,Global Post-production,2019,ATO7,0.1,15000,1500,13500,4,4.0
393,Ingredient_I,Pre-production,EU,EU,Vial,2019,AWM,0.98,15000,14700,300,4,4.0
1213,Ingredient_S,Pre-production,ICON - TMEA,ICON - TMEA,Blister,2020,AML23,0.25,15000,3750,11250,4,2.5
854,Ingredient_O,Pre-production,EU,EU,Lyo Vial or Lyo Vial Kit; 125ug SKU,2021,"Patheon, IT",0.6,15000,9000,6000,4,2.5
1270,Ingredient_T,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
1293,Ingredient_T,In Progress,EU,EU,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
516,Ingredient_K,Pre-production,JAPAC,JAPAC,30cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
380,Ingredient_H,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
35,Ingredient_B,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2022,AML14,0.8,15000,12000,3000,4,4.0
1264,Ingredient_T,Pre-production,EU,EU,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
476,Ingredient_K,Pre-production,EU,EU,10cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
543,Ingredient_K,In Progress,EU,EU,10cc,2019,ABR,0.65,15000,9750,5250,4,4.0
729,Ingredient_M,In Progress,JAPAC,JAPAC,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
771,Ingredient_N,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
15,Ingredient_A,In Progress,US,US,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
918,Ingredient_P,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2020,"Patheon, NC",0.6,15000,9000,6000,4,2.5
717,Ingredient_M,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
991,Ingredient_Q,Pre-production,ICON - TMEA,ICON - TMEA,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
523,Ingredient_K,Pre-production,US,US,10cc,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
418,Ingredient_J,Pre-production,EU,EU,Lyo Vial Kit,2019,ADL,1.0,15000,15000,0,4,4.0
513,Ingredient_K,Pre-production,JAPAC,JAPAC,30cc,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1075,Ingredient_R,Pre-production,EU,EU,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,2.5
856,Ingredient_O,Pre-production,EU,EU,Lyo Vial or Lyo Vial Kit; 125ug SKU,2023,"Patheon, IT",0.6,15000,9000,6000,4,2.5
317,Ingredient_F,In Progress,US,US,Lyo Vial Kit,2020,"PCI, US",0.3,15000,4500,10500,4,4.0
368,Ingredient_H,Post-production,Global,Global,Global Post-production,2020,ARI5,1.0,15000,15000,0,4,4.0
479,Ingredient_K,Pre-production,EU,EU,30cc,2020,ADL,1.0,15000,15000,0,4,4.0
1259,Ingredient_S,In Progress,US,US,Bottle,2021,AML23,0.25,15000,3750,11250,4,2.5
612,Ingredient_L,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
137,Ingredient_C,Post-production,Global,Global,Global Post-production,2020,AML6,0.25,15000,3750,11250,4,4.0
955,Ingredient_P,In Progress,ICON - TMEA,ICON - TMEA,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
495,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,30cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
966,Ingredient_P,In Progress,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
725,Ingredient_M,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2022,ABR,0.65,15000,9750,5250,4,2.5
1133,Ingredient_R,Post-production,Global,Global,Global Post-production,2020,ARI5,1.0,15000,15000,0,4,2.5
728,Ingredient_M,In Progress,JAPAC,JAPAC,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
642,Ingredient_L,In Progress,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,4.0
351,Ingredient_H,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
445,Ingredient_J,Post-production,Global,Global,Global Post-production,2020,"Patheon, NL",0.6,15000,9000,6000,4,4.0
635,Ingredient_L,In Progress,EU,EU,Vial,2020,ABR,0.65,15000,9750,5250,4,4.0
211,Ingredient_D,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,4.0
424,Ingredient_J,Pre-production,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2021,"Actavis, IT",0.98,15000,14700,300,4,4.0
1092,Ingredient_R,Pre-production,ICON - LACAN,ICON - LACAN,Pushtronex,2019,"Patheon, IT",0.6,15000,9000,6000,4,2.5
1305,Ingredient_T,In Progress,ICON - TMEA,ICON - TMEA,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
1177,Ingredient_R,In Progress,JAPAC,JAPAC,Pushtronex,2020,"PCI, US",0.3,15000,4500,10500,4,2.5
290,Ingredient_F,Pre-production,US,US,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
1066,Ingredient_Q,In Progress,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
778,Ingredient_N,Pre-production,JAPAC,JAPAC,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
66,Ingredient_B,In Progress,EU,EU,Auto Injector,2022,ABR,0.65,15000,9750,5250,4,4.0
361,Ingredient_H,Pre-production,JAPAC,JAPAC,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
773,Ingredient_N,Pre-production,JAPAC,JAPAC,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
87,Ingredient_B,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2020,ABR,0.65,15000,9750,5250,4,4.0
187,Ingredient_D,Pre-production,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
964,Ingredient_P,In Progress,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
578,Ingredient_K,In Progress,JAPAC,JAPAC,10cc,2019,AML1,0.25,15000,3750,11250,4,4.0
528,Ingredient_K,Pre-production,US,US,30cc,2019,ADL,1.0,15000,15000,0,4,4.0
444,Ingredient_J,Post-production,Global,Global,Global Post-production,2020,ARI5,1.0,15000,15000,0,4,4.0
916,Ingredient_P,Pre-production,EU,EU,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
1310,Ingredient_T,In Progress,JAPAC,JAPAC,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
455,Ingredient_J,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,4.0
1141,Ingredient_R,In Progress,EU,EU,Auto Injector,2023,ABR,0.65,15000,9750,5250,4,2.5
781,Ingredient_N,Pre-production,JAPAC,JAPAC,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
984,Ingredient_Q,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
942,Ingredient_P,In Progress,EU,EU,Vial,2019,ABR,0.65,15000,9750,5250,4,2.5
548,Ingredient_K,In Progress,EU,EU,30cc,2019,ABR,0.65,15000,9750,5250,4,4.0
528,Ingredient_K,Pre-production,US,US,30cc,2019,ADL,1.0,15000,15000,0,4,4.0
7,Ingredient_A,Post-production,Global,Global,Global Post-production,2019,ATO23,1.0,15000,15000,0,4,4.0
997,Ingredient_Q,Pre-production,JAPAC,JAPAC,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
230,Ingredient_D,In Progress,US,US,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
108,Ingredient_C,Pre-production,EU,EU,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
489,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,10cc,2020,"Patheon, NC",0.6,15000,9000,6000,4,4.0
154,Ingredient_C,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
380,Ingredient_H,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
212,Ingredient_D,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
1296,Ingredient_T,In Progress,EU,EU,Vial,2023,ABR,0.65,15000,9750,5250,4,2.5
1279,Ingredient_T,Pre-production,JAPAC,JAPAC,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
484,Ingredient_K,Pre-production,EU,EU,50cc,2020,ADL,1.0,15000,15000,0,4,4.0
215,Ingredient_D,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
575,Ingredient_K,In Progress,ICON - TMEA,ICON - TMEA,50cc,2021,Sharp,0.35,15000,5250,9750,4,4.0
575,Ingredient_K,In Progress,ICON - TMEA,ICON - TMEA,50cc,2021,Sharp,0.35,15000,5250,9750,4,4.0
925,Ingredient_P,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
955,Ingredient_P,In Progress,ICON - TMEA,ICON - TMEA,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
1040,Ingredient_Q,In Progress,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
747,Ingredient_N,Pre-production,EU,EU,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
823,Ingredient_N,In Progress,ICON - TMEA,ICON - TMEA,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
501,Ingredient_K,Pre-production,ICON - LACAN,ICON - LACAN,50cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
78,Ingredient_B,In Progress,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
1193,Ingredient_R,In Progress,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
115,Ingredient_C,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,4.0
993,Ingredient_Q,Pre-production,ICON - TMEA,ICON - TMEA,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
197,Ingredient_D,Pre-production,US,US,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
1019,Ingredient_Q,Post-production,Global,Global,Global Post-production,2021,ASM1,0.4,15000,6000,9000,4,2.5
977,Ingredient_Q,Pre-production,ICON - LACAN,ICON - LACAN,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
387,Ingredient_H,In Progress,JAPAC,JAPAC,Syringe,2023,Bushu,0.35,15000,5250,9750,4,4.0
1315,Ingredient_T,In Progress,US,US,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
750,Ingredient_N,Pre-production,EU,EU,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
1294,Ingredient_T,In Progress,EU,EU,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
1135,Ingredient_R,Post-production,Global,Global,Global Post-production,2022,AML6,0.25,15000,3750,11250,4,2.5
636,Ingredient_L,In Progress,EU,EU,Vial,2021,ABR,0.65,15000,9750,5250,4,4.0
286,Ingredient_F,Pre-production,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,4.0
411,Ingredient_I,In Progress,EU,EU,Vial,2022,LDC,0.35,15000,5250,9750,4,4.0
96,Ingredient_B,In Progress,JAPAC,JAPAC,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
726,Ingredient_M,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2023,ABR,0.65,15000,9750,5250,4,2.5
378,Ingredient_H,In Progress,ICON - TMEA,ICON - TMEA,Syringe,2019,AML1,0.25,15000,3750,11250,4,4.0
363,Ingredient_H,Pre-production,US,US,Syringe,2020,"Patheon, IT",0.6,15000,9000,6000,4,4.0
612,Ingredient_L,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
707,Ingredient_M,In Progress,EU,EU,Syringe,2019,ABR,0.65,15000,9750,5250,4,2.5
758,Ingredient_N,Pre-production,ICON - LACAN,ICON - LACAN,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
894,Ingredient_O,In Progress,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,2.5
562,Ingredient_K,In Progress,ICON - LACAN,ICON - LACAN,10cc,2023,AML1,0.25,15000,3750,11250,4,4.0
772,Ingredient_N,Pre-production,JAPAC,JAPAC,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
1242,Ingredient_S,In Progress,ICON - LACAN,ICON - LACAN,Bottle,2019,"Patheon, CA",0.6,15000,9000,6000,4,2.5
