,Unnamed: 0,Product,Stage,SecSite,Region,Presentation,Year,Site,%Protected,TotalRev,RevProtected,RevUnprotected,Target,Actual
932,932,ProductP,DP,US,US,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
829,829,ProductN,FDP,JAPAC,JAPAC,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
186,186,ProductD,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,4.0
1065,1065,ProductQ,FDP,US,US,Syringe,2022,AML1,0.25,15000,3750,11250,4,2.5
1233,1233,ProductS,FDP,EU,EU,Blister,2020,"PCI, UK",0.3,15000,4500,10500,4,2.5
637,637,ProductL,FDP,EU,EU,Vial,2022,ABR,0.65,15000,9750,5250,4,4.0
1110,1110,ProductR,DP,JAPAC,JAPAC,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,2.5
755,755,ProductN,DP,ICON - LACAN,ICON - LACAN,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
852,852,ProductO,DP,EU,EU,Lyo Vial or Lyo Vial Kit; 125ug SKU,2019,"Patheon, IT",0.6,15000,9000,6000,4,2.5
1251,1251,ProductS,FDP,ICON - TMEA,ICON - TMEA,Blister,2023,"PCI, UK",0.3,15000,4500,10500,4,2.5
799,799,ProductN,FDP,EU,EU,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
455,455,ProductJ,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,4.0
29,29,ProductB,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,4.0
1003,1003,ProductQ,DP,JAPAC,JAPAC,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
631,631,ProductL,DS,Global,Global,Global DS,2020,ARI5,1.0,15000,15000,0,4,4.0
1012,1012,ProductQ,DP,US,US,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
578,578,ProductK,FDP,JAPAC,JAPAC,10cc,2019,AML1,0.25,15000,3750,11250,4,4.0
574,574,ProductK,FDP,ICON - TMEA,ICON - TMEA,50cc,2020,Sharp,0.35,15000,5250,9750,4,4.0
1256,1256,ProductS,FDP,JAPAC,JAPAC,Blister,2023,"PCI, UK",0.3,15000,4500,10500,4,2.5
188,188,ProductD,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,4.0
676,676,ProductM,DP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML14,0.8,15000,12000,3000,4,2.5
896,896,ProductO,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,2.5
1239,1239,ProductS,FDP,EU,EU,Capsule,2021,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
685,685,ProductM,DP,JAPAC,JAPAC,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
909,909,ProductO,FDP,US,US,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,2.5
660,660,ProductM,DP,EU,EU,OnPro,2022,AML14,0.8,15000,12000,3000,4,2.5
469,469,ProductJ,FDP,US,US,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
147,147,ProductC,FDP,EU,EU,Syringe,2020,ABR,0.65,15000,9750,5250,4,4.0
982,982,ProductQ,DP,ICON - LACAN,ICON - LACAN,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
470,470,ProductJ,FDP,US,US,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,4.0
400,400,ProductI,DP,US,US,Vial,2021,AWM,0.98,15000,14700,300,4,4.0
632,632,ProductL,DS,Global,Global,Global DS,2021,ARI5,1.0,15000,15000,0,4,4.0
612,612,ProductL,DP,ICON - LACAN,ICON - LACAN,Vial,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
565,565,ProductK,FDP,ICON - LACAN,ICON - LACAN,30cc,2021,AML1,0.25,15000,3750,11250,4,4.0
782,782,ProductN,DP,US,US,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
103,103,ProductC,DP,EU,EU,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,4.0
1308,1308,ProductT,FDP,JAPAC,JAPAC,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
1052,1052,ProductQ,FDP,JAPAC,JAPAC,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
999,999,ProductQ,DP,JAPAC,JAPAC,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
21,21,ProductB,DP,EU,EU,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,4.0
964,964,ProductP,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
239,239,ProductE,DP,US,US,Solution/Ampule,2022,"Catalent, IL",0.98,15000,14700,300,4,4.0
790,790,ProductN,DP,US,US,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
1281,1281,ProductT,DP,JAPAC,JAPAC,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
372,372,ProductH,FDP,EU,EU,Syringe,2021,ABR,0.65,15000,9750,5250,4,4.0
557,557,ProductK,FDP,EU,EU,50cc,2023,ABR,0.65,15000,9750,5250,4,4.0
566,566,ProductK,FDP,ICON - LACAN,ICON - LACAN,30cc,2022,AML1,0.25,15000,3750,11250,4,4.0
1268,1268,ProductT,DP,ICON - LACAN,ICON - LACAN,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
285,285,ProductF,DP,US,US,Reusable Auto Injector,2023,AML14,0.8,15000,12000,3000,4,4.0
549,549,ProductK,FDP,EU,EU,30cc,2020,ABR,0.65,15000,9750,5250,4,4.0
79,79,ProductB,FDP,ICON - LACAN,ICON - LACAN,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
421,421,ProductJ,DP,EU,EU,Lyo Vial Kit,2022,ADL,1.0,15000,15000,0,4,4.0
1316,1316,ProductT,FDP,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
973,973,ProductQ,DP,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
166,166,ProductC,FDP,US,US,Syringe,2019,AML1,0.25,15000,3750,11250,4,4.0
772,772,ProductN,DP,JAPAC,JAPAC,Syringe,2019,AML14,0.8,15000,12000,3000,4,2.5
652,652,ProductL,FDP,US,US,Vial,2019,AML1,0.25,15000,3750,11250,4,4.0
1264,1264,ProductT,DP,EU,EU,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
528,528,ProductK,DP,US,US,30cc,2019,ADL,1.0,15000,15000,0,4,4.0
566,566,ProductK,FDP,ICON - LACAN,ICON - LACAN,30cc,2022,AML1,0.25,15000,3750,11250,4,4.0
237,237,ProductE,DP,US,US,Solution/Ampule,2020,"Catalent, IL",0.98,15000,14700,300,4,4.0
429,429,ProductJ,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2021,ADL,1.0,15000,15000,0,4,4.0
899,899,ProductO,FDP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2021,ABR,0.65,15000,9750,5250,4,2.5
269,269,ProductF,DP,ICON - LACAN,ICON - LACAN,Syringe,2022,AML14,0.8,15000,12000,3000,4,4.0
235,235,ProductE,DP,US,US,Bottle,2023,AML23,0.25,15000,3750,11250,4,4.0
695,695,ProductM,DP,US,US,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
473,473,ProductK,DP,EU,EU,10cc,2019,"Patheon, NC",0.6,15000,9000,6000,4,4.0
107,107,ProductC,DP,EU,EU,Syringe,2020,AML14,0.8,15000,12000,3000,4,4.0
877,877,ProductO,DP,US,US,Lyo Vial or Lyo Vial Kit; 125ug SKU,2019,"Patheon, IT",0.6,15000,9000,6000,4,2.5
293,293,ProductF,DS,Global,Global,Global DS,2021,AML6,0.25,15000,3750,11250,4,4.0
516,516,ProductK,DP,JAPAC,JAPAC,30cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
602,602,ProductK,FDP,US,US,30cc,2023,AML1,0.25,15000,3750,11250,4,4.0
688,688,ProductM,DP,US,US,OnPro,2020,AML14,0.8,15000,12000,3000,4,2.5
259,259,ProductF,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
1253,1253,ProductS,FDP,JAPAC,JAPAC,Blister,2020,"PCI, UK",0.3,15000,4500,10500,4,2.5
947,947,ProductP,FDP,ICON - LACAN,ICON - LACAN,Vial,2019,AML1,0.25,15000,3750,11250,4,2.5
717,717,ProductM,FDP,ICON - LACAN,ICON - LACAN,Syringe,2019,AML1,0.25,15000,3750,11250,4,2.5
1095,1095,ProductR,DP,ICON - LACAN,ICON - LACAN,Pushtronex,2022,"Patheon, IT",0.6,15000,9000,6000,4,2.5
517,517,ProductK,DP,JAPAC,JAPAC,30cc,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
1073,1073,ProductR,DP,EU,EU,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,2.5
1212,1212,ProductS,DP,ICON - TMEA,ICON - TMEA,Blister,2019,AML23,0.25,15000,3750,11250,4,2.5
655,655,ProductL,FDP,US,US,Vial,2022,AML1,0.25,15000,3750,11250,4,4.0
22,22,ProductB,DP,EU,EU,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
657,657,ProductM,DP,EU,EU,OnPro,2019,AML14,0.8,15000,12000,3000,4,2.5
575,575,ProductK,FDP,ICON - TMEA,ICON - TMEA,50cc,2021,Sharp,0.35,15000,5250,9750,4,4.0
616,616,ProductL,DP,ICON - LACAN,ICON - LACAN,Vial,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
983,983,ProductQ,DP,ICON - LACAN,ICON - LACAN,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
728,728,ProductM,FDP,JAPAC,JAPAC,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
545,545,ProductK,FDP,EU,EU,10cc,2021,ABR,0.65,15000,9750,5250,4,4.0
1218,1218,ProductS,DP,JAPAC,JAPAC,Blister,2020,AML23,0.25,15000,3750,11250,4,2.5
1073,1073,ProductR,DP,EU,EU,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,2.5
637,637,ProductL,FDP,EU,EU,Vial,2022,ABR,0.65,15000,9750,5250,4,4.0
377,377,ProductH,FDP,ICON - LACAN,ICON - LACAN,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
384,384,ProductH,FDP,JAPAC,JAPAC,Syringe,2020,Bushu,0.35,15000,5250,9750,4,4.0
709,709,ProductM,FDP,EU,EU,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
19,19,ProductB,DP,EU,EU,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,4.0
1220,1220,ProductS,DP,JAPAC,JAPAC,Blister,2022,AML23,0.25,15000,3750,11250,4,2.5
1108,1108,ProductR,DP,JAPAC,JAPAC,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,2.5
453,453,ProductJ,FDP,EU,EU,Lyo Vial Kit,2023,ABR,0.65,15000,9750,5250,4,4.0
347,347,ProductH,DP,EU,EU,Syringe,2022,"Patheon, IT",0.6,15000,9000,6000,4,4.0
671,671,ProductM,DP,ICON - LACAN,ICON - LACAN,OnPro,2023,AML14,0.8,15000,12000,3000,4,2.5
1071,1071,ProductQ,FDP,US,US,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
1154,1154,ProductR,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2021,AML1,0.25,15000,3750,11250,4,2.5
1304,1304,ProductT,FDP,ICON - TMEA,ICON - TMEA,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
439,439,ProductJ,DP,US,US,Lyo Vial Kit,2021,ADL,1.0,15000,15000,0,4,4.0
1306,1306,ProductT,FDP,ICON - TMEA,ICON - TMEA,Vial,2023,ABR,0.65,15000,9750,5250,4,2.5
86,86,ProductB,FDP,ICON - TMEA,ICON - TMEA,Syringe,2019,ABR,0.65,15000,9750,5250,4,4.0
362,362,ProductH,DP,US,US,Syringe,2019,"Patheon, IT",0.6,15000,9000,6000,4,4.0
830,830,ProductN,FDP,JAPAC,JAPAC,Syringe,2022,AML1,0.25,15000,3750,11250,4,2.5
84,84,ProductB,FDP,ICON - TMEA,ICON - TMEA,Auto Injector,2022,ABR,0.65,15000,9750,5250,4,4.0
359,359,ProductH,DP,JAPAC,JAPAC,Syringe,2021,"Patheon, IT",0.6,15000,9000,6000,4,4.0
64,64,ProductB,FDP,EU,EU,Auto Injector,2020,ABR,0.65,15000,9750,5250,4,4.0
1294,1294,ProductT,FDP,EU,EU,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
679,679,ProductM,DP,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
278,278,ProductF,DP,US,US,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,4.0
934,934,ProductP,DP,US,US,Vial,2021,AML14,0.8,15000,12000,3000,4,2.5
302,302,ProductF,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
959,959,ProductP,FDP,JAPAC,JAPAC,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
189,189,ProductD,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ADL PM2,1.0,15000,15000,0,4,4.0
795,795,ProductN,DS,Global,Global,Global DS,2022,AML7,0.25,15000,3750,11250,4,2.5
857,857,ProductO,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,2.5
969,969,ProductQ,DP,EU,EU,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
578,578,ProductK,FDP,JAPAC,JAPAC,10cc,2019,AML1,0.25,15000,3750,11250,4,4.0
432,432,ProductJ,DP,JAPAC,JAPAC,Lyo Vial Kit,2019,"Actavis, IT",0.98,15000,14700,300,4,4.0
1204,1204,ProductS,DP,EU,EU,Capsule,2021,"Patheon, CA",0.6,15000,9000,6000,4,2.5
49,49,ProductB,DP,JAPAC,JAPAC,Auto Injector,2022,AML14,0.8,15000,12000,3000,4,4.0
764,764,ProductN,DP,ICON - TMEA,ICON - TMEA,Syringe,2021,AML14,0.8,15000,12000,3000,4,2.5
693,693,ProductM,DP,US,US,Syringe,2020,AML14,0.8,15000,12000,3000,4,2.5
418,418,ProductJ,DP,EU,EU,Lyo Vial Kit,2019,ADL,1.0,15000,15000,0,4,4.0
556,556,ProductK,FDP,EU,EU,50cc,2022,ABR,0.65,15000,9750,5250,4,4.0
1248,1248,ProductS,FDP,ICON - TMEA,ICON - TMEA,Blister,2020,"PCI, UK",0.3,15000,4500,10500,4,2.5
631,631,ProductL,DS,Global,Global,Global DS,2020,ARI5,1.0,15000,15000,0,4,4.0
516,516,ProductK,DP,JAPAC,JAPAC,30cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
418,418,ProductJ,DP,EU,EU,Lyo Vial Kit,2019,ADL,1.0,15000,15000,0,4,4.0
297,297,ProductF,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
544,544,ProductK,FDP,EU,EU,10cc,2020,ABR,0.65,15000,9750,5250,4,4.0
705,705,ProductM,FDP,EU,EU,OnPro,2022,ABR,0.65,15000,9750,5250,4,2.5
627,627,ProductL,DP,US,US,Vial,2021,AML14,0.8,15000,12000,3000,4,4.0
1029,1029,ProductQ,FDP,EU,EU,Vial,2021,ABR,0.65,15000,9750,5250,4,2.5
1010,1010,ProductQ,DP,US,US,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
77,77,ProductB,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2023,AML1,0.25,15000,3750,11250,4,4.0
24,24,ProductB,DP,EU,EU,Syringe,2019,AML14,0.8,15000,12000,3000,4,4.0
1267,1267,ProductT,DP,ICON - LACAN,ICON - LACAN,Vial,2019,AML14,0.8,15000,12000,3000,4,2.5
590,590,ProductK,FDP,JAPAC,JAPAC,50cc,2021,AML1,0.25,15000,3750,11250,4,4.0
154,154,ProductC,FDP,ICON - LACAN,ICON - LACAN,Syringe,2022,AML1,0.25,15000,3750,11250,4,4.0
180,180,ProductD,DP,EU,EU,Lyo Vial Kit,2023,ADL PM2,1.0,15000,15000,0,4,4.0
1247,1247,ProductS,FDP,ICON - TMEA,ICON - TMEA,Blister,2019,"PCI, UK",0.3,15000,4500,10500,4,2.5
651,651,ProductL,FDP,JAPAC,JAPAC,Vial,2023,AML1,0.25,15000,3750,11250,4,4.0
624,624,ProductL,DP,JAPAC,JAPAC,Vial,2023,"Patheon, NC",0.6,15000,9000,6000,4,4.0
414,414,ProductI,FDP,US,US,Vial,2020,LDC,0.35,15000,5250,9750,4,4.0
1144,1144,ProductR,FDP,EU,EU,Pushtronex,2021,"PCI, US",0.3,15000,4500,10500,4,2.5
601,601,ProductK,FDP,US,US,30cc,2022,AML1,0.25,15000,3750,11250,4,4.0
1261,1261,ProductS,FDP,US,US,Bottle,2023,AML23,0.25,15000,3750,11250,4,2.5
76,76,ProductB,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML1,0.25,15000,3750,11250,4,4.0
1053,1053,ProductQ,FDP,JAPAC,JAPAC,Syringe,2020,AML1,0.25,15000,3750,11250,4,2.5
589,589,ProductK,FDP,JAPAC,JAPAC,50cc,2020,AML1,0.25,15000,3750,11250,4,4.0
611,611,ProductL,DP,EU,EU,Vial,2023,AML14,0.8,15000,12000,3000,4,4.0
815,815,ProductN,FDP,ICON - LACAN,ICON - LACAN,Vial,2022,AML1,0.25,15000,3750,11250,4,2.5
913,913,ProductP,DP,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
451,451,ProductJ,FDP,EU,EU,Lyo Vial Kit,2021,ABR,0.65,15000,9750,5250,4,4.0
973,973,ProductQ,DP,EU,EU,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
212,212,ProductD,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,4.0
264,264,ProductF,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2022,AML14,0.8,15000,12000,3000,4,4.0
389,389,ProductH,FDP,US,US,Syringe,2020,AML1,0.25,15000,3750,11250,4,4.0
216,216,ProductD,FDP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2019,AML1,0.25,15000,3750,11250,4,4.0
1038,1038,ProductQ,FDP,ICON - LACAN,ICON - LACAN,Vial,2020,AML1,0.25,15000,3750,11250,4,2.5
860,860,ProductO,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2022,ADL PM2,1.0,15000,15000,0,4,2.5
548,548,ProductK,FDP,EU,EU,30cc,2019,ABR,0.65,15000,9750,5250,4,4.0
1249,1249,ProductS,FDP,ICON - TMEA,ICON - TMEA,Blister,2021,"PCI, UK",0.3,15000,4500,10500,4,2.5
74,74,ProductB,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2020,AML1,0.25,15000,3750,11250,4,4.0
1159,1159,ProductR,FDP,ICON - LACAN,ICON - LACAN,Pushtronex,2021,"PCI, US",0.3,15000,4500,10500,4,2.5
305,305,ProductF,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2023,AML1,0.25,15000,3750,11250,4,4.0
173,173,ProductC,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,4.0
893,893,ProductO,FDP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2020,AML1,0.25,15000,3750,11250,4,2.5
1091,1091,ProductR,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2023,AML14,0.8,15000,12000,3000,4,2.5
770,770,ProductN,DP,ICON - TMEA,ICON - TMEA,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
1234,1234,ProductS,FDP,EU,EU,Blister,2021,"PCI, UK",0.3,15000,4500,10500,4,2.5
1044,1044,ProductQ,FDP,ICON - TMEA,ICON - TMEA,Syringe,2021,ABR,0.65,15000,9750,5250,4,2.5
871,871,ProductO,DP,JAPAC,JAPAC,Lyo Vial Kit,2023,ADL PM2,1.0,15000,15000,0,4,2.5
144,144,ProductC,FDP,EU,EU,Auto Injector,2022,ABR,0.65,15000,9750,5250,4,4.0
1314,1314,ProductT,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,2.5
1238,1238,ProductS,FDP,EU,EU,Capsule,2020,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
1141,1141,ProductR,FDP,EU,EU,Auto Injector,2023,ABR,0.65,15000,9750,5250,4,2.5
556,556,ProductK,FDP,EU,EU,50cc,2022,ABR,0.65,15000,9750,5250,4,4.0
606,606,ProductK,FDP,US,US,50cc,2022,AML1,0.25,15000,3750,11250,4,4.0
793,793,ProductN,DS,Global,Global,Global DS,2020,AML7,0.25,15000,3750,11250,4,2.5
1019,1019,ProductQ,DS,Global,Global,Global DS,2021,ASM1,0.4,15000,6000,9000,4,2.5
1097,1097,ProductR,DP,ICON - TMEA,ICON - TMEA,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,2.5
1097,1097,ProductR,DP,ICON - TMEA,ICON - TMEA,Auto Injector,2019,AML14,0.8,15000,12000,3000,4,2.5
71,71,ProductB,FDP,EU,EU,Syringe,2022,ABR,0.65,15000,9750,5250,4,4.0
336,336,ProductG,DS,Global,Global,Global DS,2019,ATO7,0.1,15000,1500,13500,4,4.0
272,272,ProductF,DP,US,US,Auto Injector,2020,AML14,0.8,15000,12000,3000,4,4.0
1311,1311,ProductT,FDP,JAPAC,JAPAC,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
26,26,ProductB,DP,EU,EU,Syringe,2021,AML14,0.8,15000,12000,3000,4,4.0
258,258,ProductF,DP,ICON - LACAN,ICON - LACAN,Auto Injector,2021,AML14,0.8,15000,12000,3000,4,4.0
1126,1126,ProductR,DP,US,US,Pushtronex,2023,"Patheon, IT",0.6,15000,9000,6000,4,2.5
951,951,ProductP,FDP,ICON - LACAN,ICON - LACAN,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
736,736,ProductM,FDP,US,US,OnPro,2023,AML1,0.25,15000,3750,11250,4,2.5
67,67,ProductB,FDP,EU,EU,Auto Injector,2023,ABR,0.65,15000,9750,5250,4,4.0
943,943,ProductP,FDP,EU,EU,Vial,2020,ABR,0.65,15000,9750,5250,4,2.5
841,841,ProductN,FDP,US,US,Syringe,2023,AML1,0.25,15000,3750,11250,4,2.5
961,961,ProductP,FDP,JAPAC,JAPAC,Vial,2023,AML1,0.25,15000,3750,11250,4,2.5
1064,1064,ProductQ,FDP,US,US,Syringe,2021,AML1,0.25,15000,3750,11250,4,2.5
98,98,ProductB,FDP,JAPAC,JAPAC,Syringe,2023,AML1,0.25,15000,3750,11250,4,4.0
875,875,ProductO,DP,US,US,"Lyo Vial or Lyo Vial Kit, 250ug and 500ug",2022,ADL PM2,1.0,15000,15000,0,4,2.5
292,292,ProductF,DS,Global,Global,Global DS,2020,AML6,0.25,15000,3750,11250,4,4.0
1223,1223,ProductS,DP,US,US,Bottle,2020,AML23,0.25,15000,3750,11250,4,2.5
617,617,ProductL,DP,ICON - TMEA,ICON - TMEA,Vial,2021,AML14,0.8,15000,12000,3000,4,4.0
1155,1155,ProductR,FDP,ICON - LACAN,ICON - LACAN,Auto Injector,2022,AML1,0.25,15000,3750,11250,4,2.5
935,935,ProductP,DP,US,US,Vial,2022,AML14,0.8,15000,12000,3000,4,2.5
702,702,ProductM,FDP,EU,EU,OnPro,2019,ABR,0.65,15000,9750,5250,4,2.5
1305,1305,ProductT,FDP,ICON - TMEA,ICON - TMEA,Vial,2022,ABR,0.65,15000,9750,5250,4,2.5
980,980,ProductQ,DP,ICON - LACAN,ICON - LACAN,Syringe,2022,AML14,0.8,15000,12000,3000,4,2.5
1013,1013,ProductQ,DP,US,US,Vial,2020,AML14,0.8,15000,12000,3000,4,2.5
198,198,ProductD,DP,US,US,Lyo Vial Kit,2021,ADL PM2,1.0,15000,15000,0,4,4.0
927,927,ProductP,DP,JAPAC,JAPAC,Vial,2019,"Patheon, NC",0.6,15000,9000,6000,4,2.5
90,90,ProductB,FDP,ICON - TMEA,ICON - TMEA,Syringe,2023,ABR,0.65,15000,9750,5250,4,4.0
357,357,ProductH,DP,JAPAC,JAPAC,Syringe,2019,"Patheon, IT",0.6,15000,9000,6000,4,4.0
1188,1188,ProductR,FDP,US,US,Pushtronex,2020,"PCI, US",0.3,15000,4500,10500,4,2.5
428,428,ProductJ,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2020,ADL,1.0,15000,15000,0,4,4.0
936,936,ProductP,DP,US,US,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
399,399,ProductI,DP,US,US,Vial,2020,AWM,0.98,15000,14700,300,4,4.0
1241,1241,ProductS,FDP,EU,EU,Capsule,2023,"Anderson Bercon, UK",0.35,15000,5250,9750,4,2.5
317,317,ProductF,FDP,US,US,Lyo Vial Kit,2020,"PCI, US",0.3,15000,4500,10500,4,4.0
850,850,ProductO,DP,EU,EU,"Lyo Vial or Lyo Vial Kit, 250ug and 500ug",2022,ADL PM2,1.0,15000,15000,0,4,2.5
228,228,ProductD,FDP,US,US,Lyo Vial Kit,2021,AML1,0.25,15000,3750,11250,4,4.0
1201,1201,ProductS,DP,EU,EU,Blister,2023,AML23,0.25,15000,3750,11250,4,2.5
14,14,ProductA,FDP,US,US,Auto Injector,2019,AML1,0.25,15000,3750,11250,4,4.0
1257,1257,ProductS,FDP,US,US,Bottle,2019,AML23,0.25,15000,3750,11250,4,2.5
410,410,ProductI,FDP,EU,EU,Vial,2021,LDC,0.35,15000,5250,9750,4,4.0
521,521,ProductK,DP,JAPAC,JAPAC,50cc,2022,"Patheon, NC",0.6,15000,9000,6000,4,4.0
596,596,ProductK,FDP,US,US,10cc,2022,AML1,0.25,15000,3750,11250,4,4.0
440,440,ProductJ,DP,US,US,Lyo Vial Kit,2022,ADL,1.0,15000,15000,0,4,4.0
153,153,ProductC,FDP,ICON - LACAN,ICON - LACAN,Syringe,2021,AML1,0.25,15000,3750,11250,4,4.0
343,343,ProductG,FDP,US,US,Vial,2021,AML1,0.25,15000,3750,11250,4,4.0
441,441,ProductJ,DP,US,US,Lyo Vial Kit,2023,ADL,1.0,15000,15000,0,4,4.0
360,360,ProductH,DP,JAPAC,JAPAC,Syringe,2022,"Patheon, IT",0.6,15000,9000,6000,4,4.0
689,689,ProductM,DP,US,US,OnPro,2021,AML14,0.8,15000,12000,3000,4,2.5
781,781,ProductN,DP,JAPAC,JAPAC,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
181,181,ProductD,DP,ICON - LACAN,ICON - LACAN,Lyo Vial Kit,2019,ADL PM2,1.0,15000,15000,0,4,4.0
1286,1286,ProductT,DP,US,US,Vial,2023,AML14,0.8,15000,12000,3000,4,2.5
205,205,ProductD,DS,Global,Global,Global DS,2023,"Lonza, UK",1.0,15000,15000,0,4,4.0
430,430,ProductJ,DP,ICON - TMEA,ICON - TMEA,Lyo Vial Kit,2022,ADL,1.0,15000,15000,0,4,4.0
136,136,ProductC,DS,Global,Global,Global DS,2019,AML6,0.25,15000,3750,11250,4,4.0
317,317,ProductF,FDP,US,US,Lyo Vial Kit,2020,"PCI, US",0.3,15000,4500,10500,4,4.0
515,515,ProductK,DP,JAPAC,JAPAC,30cc,2021,"Patheon, NC",0.6,15000,9000,6000,4,4.0
177,177,ProductD,DP,EU,EU,Lyo Vial Kit,2020,ADL PM2,1.0,15000,15000,0,4,4.0
